"Case ID Number","Defendant Number","Count","Offense Code_enhancement","Section Code_enhancement","Enhancement Type","Disposition Date_enhancement","Disposition_enhancement","Race","Gender","Date of Arrest","Bail Amount","Appearance Status","Sealed Case","Date of Violation","Attempt","Offense Code_primary","Section Code_primary","Crime Type","Disposition Date_primary","Disposition_primary","has_prior"
2890651,2855821,19,"186.22(b)(1)","PC","Enhancement",2020-04-22,"Dismissed/Not True","Black","Male",NA,1e+06,"Request for Warrant",NA,2016-08-15,"N","459-460(b)","PC","Felony",2020-04-22,"Guilty",1
2890651,2855821,20,"186.22(b)(1)","PC","Enhancement",2020-04-22,"Dismissed/Not True","Black","Male",NA,1e+06,"Request for Warrant",NA,2016-08-15,"N","487(a)","PC","Felony",2020-04-22,"Guilty",1
2890651,3121562,15,"186.22(b)(1)","PC","Enhancement",NA,NA,"Black","Male",NA,1e+05,"Arraignment Letter",NA,2016-08-09,"N","182(a)(1)","PC","Felony",NA,NA,1
2890651,3121562,16,"186.22(b)(1)","PC","Enhancement",NA,NA,"Black","Male",NA,1e+05,"Arraignment Letter",NA,2016-08-09,"N","459-460(b)","PC","Felony",NA,NA,1
2890651,3121562,17,"186.22(b)(1)","PC","Enhancement",NA,NA,"Black","Male",NA,1e+05,"Arraignment Letter",NA,2016-08-09,"N","487(a)","PC","Felony",NA,NA,1
2890651,3121562,18,"186.22(b)(1)","PC","Enhancement",NA,NA,"Black","Male",NA,1e+05,"Arraignment Letter",NA,2016-08-15,"N","182(a)(1)","PC","Felony",NA,NA,1
2890651,3121562,19,"186.22(b)(1)","PC","Enhancement",NA,NA,"Black","Male",NA,1e+05,"Arraignment Letter",NA,2016-08-15,"N","459-460(b)","PC","Felony",NA,NA,1
2890651,3121562,20,"186.22(b)(1)","PC","Enhancement",NA,NA,"Black","Male",NA,1e+05,"Arraignment Letter",NA,2016-08-15,"N","487(a)","PC","Felony",NA,NA,1
2915632,2882900,1,"186.22(b)(1)","PC","Enhancement",2021-10-05,"True","Hispanic","Male",NA,1e+06,"Walk Thru Warrant",NA,2016-10-13,"N","664(a)-187(a)","PC","Felony",2021-10-05,"Guilty",1
2915632,2882900,2,"186.22(b)(1)","PC","Enhancement",2021-10-05,"True","Hispanic","Male",NA,1e+06,"Walk Thru Warrant",NA,2016-10-13,"N","245(a)(1)","PC","Felony",2021-10-05,"Guilty",1
2978975,2952068,1,"186.22(b)(1)","PC","Enhancement",2020-11-05,"Dismissed/Not True","Hispanic","Male",NA,50000,"Arraignment Letter",NA,2017-09-08,"N","29820(b)","PC","Felony",2020-11-05,"Guilty",0
2978975,2952068,2,"186.22(b)(1)","PC","Enhancement",2020-11-05,"Dismissed/Not True","Hispanic","Male",NA,50000,"Arraignment Letter",NA,2017-09-08,"N","30305(a)(1)","PC","Felony",2020-11-05,"Guilty",0
3023893,3000883,1,"186.22(b)(1)","PC","Enhancement",2019-06-28,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"Request for Warrant",NA,2017-12-11,"N","594(a)/(b)(1)","PC","Felony",2019-06-28,"Guilty",1
3027701,3005111,1,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Arraignment Letter",NA,2018-04-07,"N","236.1(c)(1)","PC","Felony",2021-10-19,"Guilty",0
3027701,3005111,2,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Arraignment Letter",NA,2019-04-07,"N","266i(a)(1)/(b)(1)","PC","Felony",2021-10-19,"Guilty",0
3027701,3005111,3,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Arraignment Letter",NA,2018-04-07,"N","11350(a)","HS","Misdemeanor",2021-10-19,"Dismissed/Not Guilty",0
3027701,3005111,4,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Arraignment Letter",NA,2019-04-07,"N","266h(b)(1)","PC","Felony",2021-10-19,"Dismissed/Not Guilty",0
3027701,3005112,1,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Walk Thru Warrant",NA,2018-04-07,"N","236.1(c)(1)","PC","Felony",2021-10-19,"Dismissed/Not Guilty",0
3027701,3005112,2,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Walk Thru Warrant",NA,2019-04-07,"N","266i(a)(1)/(b)(1)","PC","Felony",2021-10-19,"Dismissed/Not Guilty",0
3027701,3005112,3,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Walk Thru Warrant",NA,2018-04-07,"N","11350(a)","HS","Misdemeanor",2021-10-19,"Dismissed/Not Guilty",0
3027701,3005112,4,"186.22(b)(1)","PC","Enhancement",2021-10-19,"Dismissed/Not True","Black","Male",NA,1e+05,"Walk Thru Warrant",NA,2019-04-07,"N","266h(b)(1)","PC","Felony",2021-10-19,"Dismissed/Not Guilty",0
3062779,3043208,1,"186.22(b)(1)","PC","Enhancement",2020-10-22,"Dismissed/Not True","Hispanic","Male",2018-08-21,NA,"Request for Warrant",NA,2018-08-21,"N","11378","HS","Felony",2020-10-22,"Guilty",0
3063096,3043676,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2018-08-22,1e+05,"Arraignment Letter",NA,2018-08-22,"N","211/212.5(c)","PC","Felony",NA,NA,1
3074274,3055886,1,"186.22(b)(1)","PC","Enhancement",2019-06-05,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"In Custody",NA,2018-09-20,"N","11378","HS","Felony",2019-06-05,"Dismissed/Not Guilty",1
3074274,3055886,2,"186.22(b)(1)","PC","Enhancement",2019-06-05,"True","Hispanic","Male",NA,1e+05,"In Custody",NA,2018-09-20,"N","11379(a)","HS","Felony",2019-06-05,"Guilty",1
3074274,3055886,3,"186.22(b)(1)","PC","Enhancement",2019-06-05,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"In Custody",NA,2018-12-28,"N","11379(a)","HS","Felony",2019-06-05,"Dismissed/Not Guilty",1
3074274,3055886,4,"186.22(b)(1)","PC","Enhancement",2019-06-05,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"In Custody",NA,2018-12-28,"N","11378","HS","Felony",2019-06-05,"Guilty",1
3088979,3071997,1,"186.22(b)(1)","PC","Enhancement",2019-08-30,"True","Hispanic","Male",NA,50000,"Appearance Date",NA,2018-11-30,"N","594(a)/(b)(1)","PC","Felony",2019-08-30,"Guilty",0
3091452,3074700,3,"186.22(b)(1)","PC","Enhancement",2019-08-27,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"Arraignment Letter",NA,2019-02-07,"N","243(d)","PC","Felony",2019-08-27,"Reduced",0
3091452,3074700,4,"186.22(b)(1)","PC","Enhancement",2019-08-27,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"Arraignment Letter",NA,2019-02-07,"N","245(a)(4)","PC","Felony",2019-08-27,"Guilty",0
3091811,3075100,1,"186.22(b)(1)","PC","Enhancement",2019-05-13,"Dismissed/Not True","Hispanic","Male",2018-12-22,1e+05,"Request for Warrant",NA,2018-12-22,"N","21310","PC","Felony",2019-05-13,"Guilty",1
3093054,3076450,1,"186.22(b)(1)","PC","Enhancement",2019-02-14,"True","Hispanic","Male",NA,1e+05,"Walk Thru Warrant",NA,2016-01-16,"N","25850(a)/(c)(6)","PC","Felony",2019-02-14,"Guilty",0
3093054,3076450,2,"186.22(b)(1)","PC","Enhancement",2019-02-14,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"Walk Thru Warrant",NA,2016-01-16,"N","182(a)(1)","PC","Felony",2019-02-14,"Dismissed/Not Guilty",0
3093054,3076450,3,"186.22(b)(1)","PC","Enhancement",2019-02-14,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"Walk Thru Warrant",NA,2016-01-16,"N","182(a)(1)","PC","Felony",2019-02-14,"Dismissed/Not Guilty",0
3093303,3076717,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2018-12-28,1e+05,"Appearance Date",NA,2018-12-28,"N","11379(a)","HS","Felony",NA,NA,1
3093303,3076717,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2018-12-28,1e+05,"Appearance Date",NA,2018-12-28,"N","11378","HS","Felony",NA,NA,1
3093343,3076760,1,"186.22(b)(1)","PC","Enhancement",2019-04-23,"True","White","Male",2018-12-28,1e+05,"In Custody",NA,2018-12-28,"N","245(a)(1)","PC","Felony",2019-04-23,"Guilty",0
3093343,3076760,5,"186.22(b)(1)","PC","Enhancement",2019-04-23,"Dismissed/Not True","White","Male",2018-12-28,1e+05,"In Custody",NA,2018-12-28,"N","69","PC","Felony",2019-04-23,"Dismissed/Not Guilty",0
3093343,3076761,1,"186.22(b)(1)","PC","Enhancement",2019-04-23,"Dismissed/Not True","Hispanic","Male",2018-12-28,1e+05,"In Custody",NA,2018-12-28,"N","245(a)(1)","PC","Felony",2019-04-23,"Guilty",0
3093363,3076786,1,"186.22(b)(1)","PC","Enhancement",2019-02-06,"Dismissed/Not True","Hispanic","Male",2018-12-28,1e+05,"In Custody",NA,2018-12-28,"N","11379(a)","HS","Felony",2019-02-06,"Dismissed/Not Guilty",1
3093363,3076786,2,"186.22(b)(1)","PC","Enhancement",2019-02-06,"Dismissed/Not True","Hispanic","Male",2018-12-28,1e+05,"In Custody",NA,2018-12-28,"N","11378","HS","Felony",2019-02-06,"Dismissed/Not Guilty",1
3095315,3078666,1,"186.22(b)(1)","PC","Enhancement",2019-11-06,"Dismissed/Not True","Hispanic","Male",2019-01-06,1e+05,"In Custody",NA,2019-01-06,"N","626.9(b)","PC","Felony",2019-11-06,"Dismissed/Not Guilty",0
3095808,3079415,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2019-01-08,1e+05,"Walk Thru Warrant",NA,2019-01-08,"N","626.9(b)","PC","Felony",NA,NA,1
3095808,3079415,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2019-01-08,1e+05,"Walk Thru Warrant",NA,2019-01-08,"N","25400(a)(1)/(c)(3)","PC","Felony",NA,NA,1
3095963,3079413,1,"186.22(b)(1)","PC","Enhancement",2019-03-20,"Dismissed/Not True","Hispanic","Male",2019-01-08,25000,"In Custody",NA,2019-01-08,"N","626.9(b)","PC","Felony",2019-03-20,"Guilty",0
3095963,3079413,2,"186.22(b)(1)","PC","Enhancement",2019-03-20,"Dismissed/Not True","Hispanic","Male",2019-01-08,25000,"In Custody",NA,2019-01-08,"N","25400(a)(1)/(c)(3)","PC","Felony",2019-03-20,"Dismissed/Not Guilty",0
3095963,3079414,1,"186.22(b)(1)","PC","Enhancement",2019-07-12,"Dismissed/Not True","Hispanic","Male",2019-01-08,1e+05,"In Custody",NA,2019-01-08,"N","626.9(b)","PC","Felony",2019-07-12,"Guilty",1
3095963,3079414,2,"186.22(b)(1)","PC","Enhancement",2019-07-12,"Dismissed/Not True","Hispanic","Male",2019-01-08,1e+05,"In Custody",NA,2019-01-08,"N","25400(a)(1)/(c)(3)","PC","Felony",2019-07-12,"Dismissed/Not Guilty",1
3098114,3081929,1,"186.22(b)(1)","PC","Enhancement",2019-11-21,"True","Hispanic","Male",2019-01-16,1e+06,"In Custody",NA,2018-12-05,"N","664(a)-187(a)","PC","Felony",2019-11-21,"Guilty",0
3099443,3083399,1,"186.22(b)(1)","PC","Enhancement",2020-02-10,"True","Hispanic","Male",NA,30000,"Appearance Date",NA,2016-10-31,"N","10851(a)","VC","Felony",2020-02-10,"Guilty",0
3099443,3083399,2,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2016-10-31,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,3,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2016-11-12,"N","10851(a)","VC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,4,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2016-11-12,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,5,"186.22(b)(1)","PC","Enhancement",2020-02-10,"True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-01-18,"N","10851(a)","VC","Felony",2020-02-10,"Guilty",0
3099443,3083399,6,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-01-18,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,7,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-02-04,"N","10851(a)","VC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,8,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-02-04,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,9,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-07-22,"N","10851(a)","VC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,10,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-07-22,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,11,"186.22(b)(1)","PC","Enhancement",2020-02-10,"True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-07-26,"N","10851(a)","VC","Felony",2020-02-10,"Guilty",0
3099443,3083399,12,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-07-26,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,13,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-11-30,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,14,"186.22(b)(1)","PC","Enhancement",2020-02-10,"True","Hispanic","Male",NA,30000,"Appearance Date",NA,2018-11-30,"N","10851(a)","VC","Felony",2020-02-10,"Guilty",0
3099443,3083399,15,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2019-01-08,"N","10851(a)","VC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,16,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2019-01-08,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,17,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2019-01-09,"N","10851(a)","VC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,18,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2019-01-09,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,19,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2019-09-01,"N","10851(a)","VC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099443,3083399,20,"186.22(b)(1)","PC","Enhancement",2019-10-02,"Dismissed/Not True","Hispanic","Male",NA,30000,"Appearance Date",NA,2019-09-01,"N","496d(a)","PC","Felony",2019-10-02,"Dismissed/Not Guilty",0
3099995,3084001,1,"186.22(b)(1)","PC","Enhancement",2019-05-22,"Dismissed/Not True","Black","Male",NA,1e+06,"In Custody",NA,2018-12-13,"N","182(a)(1)","PC","Felony",2019-05-22,"Guilty",1
3100483,3084561,1,"186.22(b)(1)","PC","Enhancement",2021-05-24,"Dismissed/Not True","Hispanic","Male",2019-01-25,25000,"Arraignment Letter",NA,2019-01-25,"N","21310","PC","Felony",2021-05-24,"Guilty",0
3102169,3086407,1,"186.22(b)(1)","PC","Enhancement",2020-03-09,"Dismissed/Not True","Hispanic","Male",2019-02-01,50000,"In Custody",NA,2019-02-01,"N","25400(a)(2)/(c)(2)","PC","Felony",2020-03-09,"Guilty",0
3102169,3086407,2,"186.22(b)(1)","PC","Enhancement",2019-05-10,"Dismissed/Not True","Hispanic","Male",2019-02-01,50000,"In Custody",NA,2019-02-01,"N","25400(a)(2)/(c)(3)","PC","Felony",2019-05-10,"Dismissed/Not Guilty",0
3103365,3087711,1,"186.22(b)(1)","PC","Enhancement",2019-05-21,"Dismissed/Not True","Hispanic","Male",2019-02-06,1e+05,"In Custody",NA,2019-02-06,"Y","215(a)","PC","Felony",2019-05-21,"Dismissed/Not Guilty",1
3103365,3087711,2,"186.22(b)(1)","PC","Enhancement",2019-05-21,"Dismissed/Not True","Hispanic","Male",2019-02-06,1e+05,"In Custody",NA,2019-02-06,"N","10851(a)","VC","Felony",2019-05-21,"Guilty",1
3103370,3087716,1,"186.22(b)(1)","PC","Enhancement",2019-12-19,"True","Hispanic","Male",2019-02-07,50000,"In Custody",NA,2019-02-07,"N","10851(a)","VC","Felony",2019-12-19,"Guilty",0
3103370,3087716,2,"186.22(b)(1)","PC","Enhancement",2019-12-19,"Dismissed/Not True","Hispanic","Male",2019-02-07,50000,"In Custody",NA,2019-02-07,"N","2800.2","VC","Felony",2019-12-19,"Guilty",0
3104027,3088507,1,"186.22(b)(1)","PC","Enhancement",2020-03-02,"Dismissed/Not True","Hispanic","Male",2019-02-10,1e+05,"In Custody",NA,2019-02-10,"N","11351","HS","Felony",2020-03-02,"Dismissed/Not Guilty",1
3104027,3088508,1,"186.22(b)(1)","PC","Enhancement",2020-03-02,"True","Hispanic","Male",2019-02-10,50000,"In Custody",NA,2019-02-10,"N","11351","HS","Felony",2020-03-02,"Guilty",0
3104312,3088824,1,"186.22(b)(1)","PC","Enhancement",2019-05-03,"Dismissed/Not True","Hispanic","Male",2019-02-12,20000,"In Custody",NA,2019-02-12,"N","594(a)/(b)(1)","PC","Felony",2019-05-03,"Guilty",0
3104317,3088829,1,"186.22(b)(1)","PC","Enhancement",2019-02-28,"Dismissed/Not True","White","Female",2019-02-11,50000,"In Custody",NA,2019-02-09,"N","245(a)(1)","PC","Felony",2019-02-28,"Guilty",0
3104317,3088829,2,"186.22(b)(1)","PC","Enhancement",2019-04-19,"Dismissed/Not True","White","Female",2019-02-11,50000,"In Custody",NA,2019-02-09,"N","211/212.5(c)","PC","Felony",2019-04-19,"Dismissed/Not Guilty",0
3104687,3089245,1,"186.22(b)(1)","PC","Enhancement",2020-09-14,"True","Hispanic","Male",2019-02-12,1e+06,"In Custody",NA,2019-02-12,"N","211/212.5(c)","PC","Felony",2020-09-14,"Guilty",1
3104687,3089245,2,"186.22(b)(1)","PC","Enhancement",2020-09-14,"True","Hispanic","Male",2019-02-12,1e+06,"In Custody",NA,2019-02-12,"N","211/212.5(c)","PC","Felony",2020-09-14,"Guilty",1
3104687,3089245,3,"186.22(b)(1)","PC","Enhancement",2020-09-14,"True","Hispanic","Male",2019-02-12,1e+06,"In Custody",NA,2019-02-12,"N","245(a)(4)","PC","Felony",2020-09-14,"Guilty",1
3104687,3089246,1,"186.22(b)(1)","PC","Enhancement",2020-09-14,"True","Hispanic","Male",2019-02-12,2e+05,"In Custody",NA,2019-02-12,"N","211/212.5(c)","PC","Felony",2020-09-14,"Guilty",0
3104687,3089246,2,"186.22(b)(1)","PC","Enhancement",2020-09-14,"Dismissed/Not True","Hispanic","Male",2019-02-12,2e+05,"In Custody",NA,2019-02-12,"N","211/212.5(c)","PC","Felony",2020-09-14,"Guilty",0
3104687,3089246,3,"186.22(b)(1)","PC","Enhancement",2020-09-14,"Dismissed/Not True","Hispanic","Male",2019-02-12,2e+05,"In Custody",NA,2019-02-12,"N","245(a)(4)","PC","Felony",2020-09-14,"Reduced",0
3105113,3089704,1,"186.22(b)(1)","PC","Enhancement",2020-06-22,"Dismissed/Not True","Hispanic","Male",2019-02-14,1e+06,"In Custody",NA,2019-02-05,"N","209.5(a)","PC","Felony",2020-06-22,"Dismissed/Not Guilty",1
3105113,3089704,2,"186.22(b)(1)","PC","Enhancement",2020-06-22,"Dismissed/Not True","Hispanic","Male",2019-02-14,1e+06,"In Custody",NA,2019-02-05,"N","215(a)/186.22(b)(4)(B)","PC","Felony",2020-06-22,"Guilty",1
3105113,3089704,3,"186.22(b)(1)","PC","Enhancement",2020-06-22,"Dismissed/Not True","Hispanic","Male",2019-02-14,1e+06,"In Custody",NA,2019-02-05,"N","211/212.5(c)","PC","Felony",2020-06-22,"Dismissed/Not Guilty",1
3105113,3089704,4,"186.22(b)(1)","PC","Enhancement",2020-06-22,"Dismissed/Not True","Hispanic","Male",2019-02-14,1e+06,"In Custody",NA,2019-02-05,"N","29800(a)(1)","PC","Felony",2020-06-22,"Dismissed/Not Guilty",1
3105113,3089704,5,"186.22(b)(1)","PC","Enhancement",2020-06-22,"Dismissed/Not True","Hispanic","Male",2019-02-14,1e+06,"In Custody",NA,2019-02-10,"N","211/212.5(c)","PC","Felony",2020-06-22,"Guilty",1
3106160,3090834,1,"186.22(b)(1)","PC","Enhancement",2020-02-28,"Dismissed/Not True","Hispanic","Male",NA,NA,"Appearance Date",NA,2019-01-12,"N","664(e)-187(a)","PC","Felony",2020-02-28,"Dismissed/Not Guilty",1
3106160,3090834,2,"186.22(b)(1)","PC","Enhancement",2020-02-28,"Dismissed/Not True","Hispanic","Male",NA,NA,"Appearance Date",NA,2019-01-12,"N","245(c)","PC","Felony",2020-02-28,"Dismissed/Not Guilty",1
3106266,3090946,1,"186.22(b)(1)","PC","Enhancement",2019-04-19,"Dismissed/Not True","Hispanic","Male",2019-02-19,1e+05,"In Custody",NA,2019-02-19,"N","666.5(a)/496d(a)","PC","Felony",2019-04-19,"Guilty",1
3106266,3090946,2,"186.22(b)(1)","PC","Enhancement",2019-04-19,"Dismissed/Not True","Hispanic","Male",2019-02-19,1e+05,"In Custody",NA,2019-02-19,"N","666.5(a)/10851(a)","PC","Felony",2019-04-19,"Dismissed/Not Guilty",1
3106282,3090963,1,"186.22(b)(1)","PC","Enhancement",2020-09-02,"True","Hispanic","Male",NA,NA,"In Custody",NA,2019-02-20,"N","29800(a)(1)","PC","Felony",2020-09-02,"Guilty",1
3106282,3090963,2,"186.22(b)(1)","PC","Enhancement",2020-09-02,"True","Hispanic","Male",NA,NA,"In Custody",NA,2019-02-20,"N","30305(a)(1)","PC","Felony",2020-09-02,"Guilty",1
3106282,3090963,3,"186.22(b)(1)","PC","Enhancement",2020-09-02,"True","Hispanic","Male",NA,NA,"In Custody",NA,2019-02-20,"N","11378","HS","Felony",2020-09-02,"Guilty",1
3106282,3090963,4,"186.22(b)(1)","PC","Enhancement",2020-09-02,"True","Hispanic","Male",NA,NA,"In Custody",NA,2019-02-20,"N","11379(a)","HS","Felony",2020-09-02,"Guilty",1
3107244,3092039,3,"186.22(b)(1)","PC","Enhancement",2019-04-15,"Dismissed/Not True","Hispanic","Male",2019-02-22,1e+05,"In Custody",NA,2019-02-22,"N","11378","HS","Felony",2019-04-15,"Dismissed/Not Guilty",1
3107340,3092143,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2019-02-22,1e+06,"In Custody",NA,2019-02-22,"N","187(a)","PC","Felony",NA,NA,1
3107340,3092143,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2019-02-22,1e+06,"In Custody",NA,2019-02-22,"N","664(a)-187(a)","PC","Felony",NA,NA,1
3108205,3093127,2,"186.22(b)(1)","PC","Enhancement",2021-10-21,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2018-12-09,"N","211/212.5(c)","PC","Felony",2021-10-21,"Guilty",0
3108205,3093127,3,"186.22(b)(1)","PC","Enhancement",2021-10-14,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2018-12-09,"N","211/212.5(c)","PC","Felony",2021-10-14,"Dismissed/Not Guilty",0
3108205,3093127,4,"186.22(b)(1)","PC","Enhancement",2021-10-14,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2018-12-09,"N","211/212.5(c)","PC","Felony",2021-10-14,"Dismissed/Not Guilty",0
3108205,3093127,5,"186.22(b)(1)","PC","Enhancement",2021-10-21,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2018-12-09,"Y","211/212.5(c)","PC","Felony",2021-10-21,"Guilty",0
